Stock,Buy date,Buy price,Entry rank,Risk-adj score,6m return % at entry,Volatility %/yr at entry,5y return %,WHY PICKED,Initial SL,SL path,Peak price,Final SL,Sell date,Sell price,Exit trigger,WHY EXITED,Return %
CANFINHOME,2019-08-08,368.6,3,22.81,55.0,38.0,339.0,"Rank #3 of 260 by 6m-return/volatility | 6m +55%, vol ~38%/yr, 5y +339%",302.2,-18%,409.1,302.2,2019-10-17,371.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 371,0.1
GSPL,2019-08-08,212.7,16,14.07,28.0,32.0,158.0,"Rank #16 of 260 by 6m-return/volatility | 6m +28%, vol ~32%/yr, 5y +158% (not over-extended)",174.4,-18%,223.0,174.4,2019-10-17,205.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 205,-4.2
TATAGLOBAL,2019-08-08,270.9,12,15.94,36.0,35.0,81.0,"Rank #12 of 260 by 6m-return/volatility | 6m +36%, vol ~35%/yr, 5y +81% (not over-extended)",222.1,-18% ->BE@+15%,330.0,270.9,2019-12-23,314.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 315,15.6
ICICIPRULI,2019-08-08,346.7,8,18.4,38.0,33.0,n/a,"Rank #8 of 260 by 6m-return/volatility | 6m +38%, vol ~33%/yr",284.3,-18% ->BE@+15% ->20%-trail,474.6,379.7,2020-01-23,448.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 448,28.8
HDFCLIFE,2019-08-08,506.7,4,22.21,39.0,28.0,n/a,"Rank #4 of 260 by 6m-return/volatility | 6m +39%, vol ~28%/yr",415.5,-18% ->BE@+15%,606.7,506.7,2020-01-23,578.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 578,13.5
VINATIORGA,2019-09-13,1070.9,7,18.61,41.0,35.0,503.0,"Rank #7 of 256 by 6m-return/volatility | 6m +41%, vol ~35%/yr, 5y +503%",878.1,-18%,1120.1,878.1,2019-10-17,1024.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1024,-4.9
PRESTIGE,2019-09-13,307.3,3,22.1,51.0,36.0,28.0,"Rank #3 of 256 by 6m-return/volatility | 6m +51%, vol ~36%/yr, 5y +28% (not over-extended)",252.0,-18%,313.6,252.0,2019-10-17,284.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 285,-7.9
APOLLOHOSP,2019-09-13,1458.2,25,12.95,23.0,28.0,29.0,"Rank #25 of 256 by 6m-return/volatility | 6m +23%, vol ~28%/yr, 5y +29% (not over-extended)",1195.7,-18%,1519.0,1195.7,2019-10-17,1487.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1487,1.4
GODREJPROP,2019-09-13,844.5,20,13.97,38.0,43.0,329.0,"Rank #20 of 256 by 6m-return/volatility | 6m +38%, vol ~43%/yr, 5y +329%",692.5,-18% ->BE@+15%,981.9,844.5,2019-10-01,844.5,STOP_LOSS,"Stop-loss hit at 845; had peaked +16%, SL trailed to 845",-0.6
AARTIIND,2019-09-13,411.0,19,14.93,30.0,32.0,691.0,"Rank #19 of 256 by 6m-return/volatility | 6m +30%, vol ~32%/yr, 5y +691%",337.0,-18%,441.3,337.0,2019-10-17,387.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 387,-6.4
MARICO,2019-09-13,382.2,24,13.36,13.0,16.0,198.0,"Rank #24 of 256 by 6m-return/volatility | 6m +13%, vol ~16%/yr, 5y +198% (not over-extended)",313.4,-18%,404.0,313.4,2019-10-17,387.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 388,0.8
TRENT,2019-09-13,326.4,8,18.03,37.0,32.0,293.0,"Rank #8 of 256 by 6m-return/volatility | 6m +37%, vol ~32%/yr, 5y +293%",267.6,-18% ->BE@+15%,407.2,326.4,2019-11-21,353.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 353,7.7
GOLDBEES,2019-09-13,3089.8,17,15.9,17.0,17.0,26.0,"Rank #17 of 256 by 6m-return/volatility | 6m +17%, vol ~17%/yr, 5y +26% (not over-extended)",2533.6,-18%,3316.1,2533.6,2019-11-21,3143.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 3144,1.1
LALPATHLAB,2019-09-13,659.8,23,13.61,31.0,36.0,n/a,"Rank #23 of 256 by 6m-return/volatility | 6m +31%, vol ~36%/yr",541.0,-18% ->BE@+15%,846.1,659.8,2019-12-23,725.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 726,9.4
NESTLEIND,2019-09-13,589.3,4,20.12,24.0,19.0,128.0,"Rank #4 of 256 by 6m-return/volatility | 6m +24%, vol ~19%/yr, 5y +128% (not over-extended)",483.3,-18% ->BE@+15% ->20%-trail,781.7,625.4,2020-02-25,760.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 761,28.5
BERGEPAINT,2019-09-13,383.5,6,19.83,23.0,18.0,126.0,"Rank #6 of 256 by 6m-return/volatility | 6m +23%, vol ~18%/yr, 5y +126% (not over-extended)",314.4,-18% ->BE@+15% ->20%-trail,621.5,497.2,2020-03-12,497.2,STOP_LOSS,"Stop-loss hit at 497; had peaked +62%, SL trailed to 497",29.1
ABBOTINDIA,2019-09-13,9833.2,2,23.13,35.0,24.0,351.0,"Rank #2 of 256 by 6m-return/volatility | 6m +35%, vol ~24%/yr, 5y +351%",8063.3,-18% ->BE@+15% ->20%-trail,16499.0,13199.2,2020-03-12,13199.2,STOP_LOSS,"Stop-loss hit at 13199; had peaked +68%, SL trailed to 13199",33.6
GSKCONS,2019-10-17,8912.0,13,17.86,27.0,24.0,74.0,"Rank #13 of 273 by 6m-return/volatility | 6m +27%, vol ~24%/yr, 5y +74% (not over-extended)",7307.9,-18%,9351.0,7307.9,2019-11-21,8812.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 8813,-1.7
COLPAL,2019-10-17,1530.4,22,13.51,25.0,30.0,95.0,"Rank #22 of 273 by 6m-return/volatility | 6m +25%, vol ~30%/yr, 5y +95% (not over-extended)",1254.9,-18%,1642.6,1254.9,2019-11-21,1512.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1512,-1.8
BAJFINANCE,2019-10-17,412.8,24,12.8,36.0,44.0,1363.0,"Rank #24 of 273 by 6m-return/volatility | 6m +36%, vol ~44%/yr, 5y +1363%",338.5,-18%,430.2,338.5,2019-11-21,414.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 415,-0.2
BPCL,2019-10-17,252.1,17,15.15,46.0,48.0,130.0,"Rank #17 of 273 by 6m-return/volatility | 6m +46%, vol ~48%/yr, 5y +130% (not over-extended)",206.7,-18%,269.7,206.7,2019-11-21,252.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 253,-0.4
MCX,2019-10-17,172.6,23,13.02,37.0,45.0,14.0,"Rank #23 of 273 by 6m-return/volatility | 6m +37%, vol ~45%/yr, 5y +14% (not over-extended)",141.6,-18% ->BE@+15%,209.5,172.6,2019-11-21,196.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 197,13.4
BATAINDIA,2019-10-17,1855.1,19,14.33,25.0,28.0,155.0,"Rank #19 of 273 by 6m-return/volatility | 6m +25%, vol ~28%/yr, 5y +155% (not over-extended)",1521.2,-18%,1926.4,1521.2,2019-11-21,1740.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1740,-6.8
HINDUNILVR,2019-10-17,2103.9,14,17.22,26.0,24.0,179.0,"Rank #14 of 273 by 6m-return/volatility | 6m +26%, vol ~24%/yr, 5y +179% (not over-extended)",1725.2,-18%,2190.0,1725.2,2019-11-21,2048.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2049,-3.2
GRSE,2019-10-17,143.8,6,25.39,72.0,45.0,n/a,"Rank #6 of 273 by 6m-return/volatility | 6m +72%, vol ~45%/yr",117.9,-18% ->BE@+15% ->20%-trail,211.9,169.5,2019-12-03,169.5,STOP_LOSS,"Stop-loss hit at 170; had peaked +47%, SL trailed to 170",17.3
SIEMENS,2019-10-17,795.5,11,19.91,42.0,33.0,84.0,"Rank #11 of 273 by 6m-return/volatility | 6m +42%, vol ~33%/yr, 5y +84% (not over-extended)",652.3,-18%,842.0,652.3,2019-12-23,751.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 752,-6.1
WHIRLPOOL,2019-10-17,2243.7,4,28.0,48.0,27.0,384.0,"Rank #4 of 273 by 6m-return/volatility | 6m +48%, vol ~27%/yr, 5y +384%",1839.8,-18% ->BE@+15%,2590.9,2243.7,2020-01-23,2482.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2482,10.0
DMART,2019-10-17,2114.3,21,13.86,30.0,34.0,n/a,"Rank #21 of 273 by 6m-return/volatility | 6m +30%, vol ~34%/yr",1733.7,-18%,2207.0,1733.7,2020-01-23,2113.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2113,-0.6
ADANIGREEN,2019-10-17,80.7,1,38.99,145.0,59.0,n/a,"Rank #1 of 273 by 6m-return/volatility | 6m +145%, vol ~59%/yr",66.2,-18% ->BE@+15% ->20%-trail,221.3,177.1,2020-01-15,171.8,STOP_LOSS,"Stop-loss hit at 172; had peaked +174%, SL trailed to 177",112.3
IGL,2019-11-21,204.7,21,21.29,39.0,29.0,408.0,"Rank #21 of 292 by 6m-return/volatility | 6m +39%, vol ~29%/yr, 5y +408%",167.8,-18%,214.9,167.8,2019-12-23,212.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 213,3.3
DABUR,2019-11-21,464.2,25,19.68,28.0,22.0,116.0,"Rank #25 of 292 by 6m-return/volatility | 6m +28%, vol ~22%/yr, 5y +116% (not over-extended)",380.7,-18%,477.0,380.7,2019-12-23,461.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 461,-1.3
ADANIPOWER,2019-11-21,8.1,7,29.45,66.0,35.0,41.0,"Rank #7 of 292 by 6m-return/volatility | 6m +66%, vol ~35%/yr, 5y +41% (not over-extended)",6.6,-18%,8.8,6.6,2019-12-23,8.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 8,-1.4
POLYCAB,2019-11-21,919.2,14,24.3,53.0,35.0,n/a,"Rank #14 of 292 by 6m-return/volatility | 6m +53%, vol ~35%/yr",753.8,-18% ->BE@+15%,1110.5,919.2,2020-01-23,971.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 972,5.1
PFIZER,2019-11-21,4128.4,24,20.66,38.0,29.0,164.0,"Rank #24 of 292 by 6m-return/volatility | 6m +38%, vol ~29%/yr, 5y +164% (not over-extended)",3385.2,-18%,4499.0,3385.2,2020-01-23,4055.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 4056,-2.4
AVANTIFEED,2019-11-21,524.0,22,21.24,66.0,49.0,n/a,"Rank #22 of 292 by 6m-return/volatility | 6m +66%, vol ~49%/yr",429.6,-18% ->BE@+15% ->20%-trail,770.0,616.0,2020-02-05,585.0,STOP_LOSS,"Stop-loss hit at 585; had peaked +47%, SL trailed to 616",11.1
SCI,2019-11-21,45.7,17,23.71,105.0,71.0,17.0,"Rank #17 of 292 by 6m-return/volatility | 6m +105%, vol ~71%/yr, 5y +17% (not over-extended)",37.5,-18%,47.6,37.5,2020-02-25,39.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 39,-14.7
CREDITACC,2019-11-21,673.5,5,29.99,75.0,40.0,n/a,"Rank #5 of 292 by 6m-return/volatility | 6m +75%, vol ~40%/yr",552.2,-18% ->BE@+15% ->20%-trail,908.3,726.6,2020-03-04,726.6,STOP_LOSS,"Stop-loss hit at 727; had peaked +35%, SL trailed to 727",7.3
ADANIENT,2019-11-21,197.6,6,29.49,75.0,40.0,151.0,"Rank #6 of 292 by 6m-return/volatility | 6m +75%, vol ~40%/yr, 5y +151% (not over-extended)",162.0,-18% ->BE@+15%,251.0,197.6,2020-03-09,197.6,STOP_LOSS,"Stop-loss hit at 198; had peaked +27%, SL trailed to 198",-0.6
RELAXO,2019-11-21,552.5,12,24.86,42.0,27.0,331.0,"Rank #12 of 292 by 6m-return/volatility | 6m +42%, vol ~27%/yr, 5y +331%",453.1,-18% ->BE@+15% ->20%-trail,803.2,642.5,2020-03-09,642.5,STOP_LOSS,"Stop-loss hit at 643; had peaked +45%, SL trailed to 643",15.7
ICICIBANK,2019-12-23,519.6,24,17.35,35.0,32.0,57.0,"Rank #24 of 281 by 6m-return/volatility | 6m +35%, vol ~32%/yr, 5y +57% (not over-extended)",426.1,-18%,530.1,426.1,2020-01-23,506.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 507,-3.1
ASTRAZEN,2019-12-23,2789.6,17,19.26,48.0,40.0,222.0,"Rank #17 of 281 by 6m-return/volatility | 6m +48%, vol ~40%/yr, 5y +222%",2287.4,-18%,2836.0,2287.4,2020-01-23,2534.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2534,-9.7
GLAXO,2019-12-23,1641.7,15,19.8,31.0,24.0,16.0,"Rank #15 of 281 by 6m-return/volatility | 6m +31%, vol ~24%/yr, 5y +16% (not over-extended)",1346.2,-18%,1748.0,1346.2,2020-02-06,1346.2,STOP_LOSS,"Stop-loss hit at 1346; had peaked +6%, SL trailed to 1346",-18.6
MCX,2019-12-23,196.8,10,24.47,52.0,34.0,23.0,"Rank #10 of 281 by 6m-return/volatility | 6m +52%, vol ~34%/yr, 5y +23% (not over-extended)",161.3,-18% ->BE@+15%,249.2,196.8,2020-02-25,237.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 237,20.0
GODFRYPHLP,2019-12-23,475.4,21,17.76,49.0,44.0,111.0,"Rank #21 of 281 by 6m-return/volatility | 6m +49%, vol ~44%/yr, 5y +111% (not over-extended)",389.8,-18% ->BE@+15%,554.3,475.4,2020-02-25,482.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 482,0.8
ISEC,2019-12-23,338.4,19,18.2,63.0,55.0,n/a,"Rank #19 of 281 by 6m-return/volatility | 6m +63%, vol ~55%/yr",277.5,-18% ->BE@+15% ->20%-trail,524.6,419.7,2020-03-06,419.7,STOP_LOSS,"Stop-loss hit at 420; had peaked +55%, SL trailed to 420",23.4
COROMANDEL,2019-12-23,515.0,23,17.47,27.0,24.0,70.0,"Rank #23 of 281 by 6m-return/volatility | 6m +27%, vol ~24%/yr, 5y +70% (not over-extended)",422.3,-18% ->BE@+15%,642.0,515.0,2020-03-13,515.0,STOP_LOSS,"Stop-loss hit at 515; had peaked +25%, SL trailed to 515",-0.6
DIXON,2019-12-23,754.9,6,27.63,71.0,41.0,n/a,"Rank #6 of 281 by 6m-return/volatility | 6m +71%, vol ~41%/yr",619.0,-18% ->BE@+15% ->20%-trail,1033.9,827.2,2020-02-27,827.2,STOP_LOSS,"Stop-loss hit at 827; had peaked +37%, SL trailed to 827",9.0
IGL,2020-01-23,240.8,12,33.45,54.0,26.0,438.0,"Rank #12 of 317 by 6m-return/volatility | 6m +54%, vol ~26%/yr, 5y +438%",197.5,-18%,262.2,197.5,2020-02-25,222.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 223,-8.2
MGL,2020-01-23,1179.8,23,27.48,47.0,27.0,n/a,"Rank #23 of 317 by 6m-return/volatility | 6m +47%, vol ~27%/yr",967.4,-18%,1246.2,967.4,2020-02-25,1099.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1100,-7.4
NH,2020-01-23,338.1,10,33.89,66.0,31.0,n/a,"Rank #10 of 317 by 6m-return/volatility | 6m +66%, vol ~31%/yr",277.2,-18%,372.8,277.2,2020-02-25,330.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 330,-2.9
BATAINDIA,2020-01-23,1912.2,22,27.68,32.0,19.0,163.0,"Rank #22 of 317 by 6m-return/volatility | 6m +32%, vol ~19%/yr, 5y +163% (not over-extended)",1568.0,-18%,2012.9,1568.0,2020-02-25,1826.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1826,-5.1
BALKRISIND,2020-01-23,1111.0,16,30.0,48.0,25.0,255.0,"Rank #16 of 317 by 6m-return/volatility | 6m +48%, vol ~25%/yr, 5y +255%",911.0,-18% ->BE@+15%,1298.0,1111.0,2020-02-25,1212.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1212,8.5
GUJGASLTD,2020-01-23,264.1,7,36.11,77.0,34.0,n/a,"Rank #7 of 317 by 6m-return/volatility | 6m +77%, vol ~34%/yr",216.5,-18%,285.1,216.5,2020-02-25,263.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 263,-0.8
GMRINFRA,2020-01-23,22.3,21,28.32,59.0,33.0,47.0,"Rank #21 of 317 by 6m-return/volatility | 6m +59%, vol ~33%/yr, 5y +47% (not over-extended)",18.3,-18% ->BE@+15%,26.5,22.3,2020-02-28,21.6,STOP_LOSS,"Stop-loss hit at 22; had peaked +19%, SL trailed to 22",-3.4
SRF,2020-01-23,679.9,20,28.49,34.0,19.0,319.0,"Rank #20 of 317 by 6m-return/volatility | 6m +34%, vol ~19%/yr, 5y +319%",557.5,-18% ->BE@+15%,796.4,679.9,2020-03-12,672.7,STOP_LOSS,"Stop-loss hit at 673; had peaked +17%, SL trailed to 680",-1.7
AMBER,2020-01-23,1423.7,9,34.24,58.0,27.0,n/a,"Rank #9 of 317 by 6m-return/volatility | 6m +58%, vol ~27%/yr",1167.4,-18% ->BE@+15%,1840.3,1423.7,2020-03-09,1423.7,STOP_LOSS,"Stop-loss hit at 1424; had peaked +29%, SL trailed to 1424",-0.6
NAVINFLUOR,2020-01-23,1076.2,8,35.33,72.0,32.0,795.0,"Rank #8 of 317 by 6m-return/volatility | 6m +72%, vol ~32%/yr, 5y +795%",882.4,-18% ->BE@+15% ->20%-trail,1629.8,1303.8,2020-03-06,1303.8,STOP_LOSS,"Stop-loss hit at 1304; had peaked +51%, SL trailed to 1304",20.6
SUVEN,2020-02-25,54.2,5,60.38,227.0,60.0,253.0,"Rank #5 of 336 by 6m-return/volatility | 6m +227%, vol ~60%/yr, 5y +253%",44.4,-18%,61.8,44.4,2020-03-06,44.0,STOP_LOSS,"Stop-loss hit at 44; had peaked +14%, SL trailed to 44",-19.4
ORISSAMINE,2020-02-25,1696.1,2,70.16,277.0,63.0,-26.0,"Rank #2 of 336 by 6m-return/volatility | 6m +277%, vol ~63%/yr, 5y -26% (not over-extended)",1390.8,-18%,1714.5,1390.8,2020-03-09,1390.8,STOP_LOSS,"Stop-loss hit at 1391; had peaked +1%, SL trailed to 1391",-18.6
ESCORTS,2020-02-25,815.9,22,36.64,88.0,38.0,549.0,"Rank #22 of 336 by 6m-return/volatility | 6m +88%, vol ~38%/yr, 5y +549%",669.0,-18%,859.9,669.0,2020-03-12,669.0,STOP_LOSS,"Stop-loss hit at 669; had peaked +5%, SL trailed to 669",-18.6
POLYCAB,2020-02-25,1076.2,13,42.18,100.0,38.0,n/a,"Rank #13 of 336 by 6m-return/volatility | 6m +100%, vol ~38%/yr",882.5,-18%,1134.7,882.5,2020-03-12,882.5,STOP_LOSS,"Stop-loss hit at 882; had peaked +5%, SL trailed to 882",-18.6
JUBLFOOD,2020-02-25,371.4,20,38.05,60.0,25.0,161.0,"Rank #20 of 336 by 6m-return/volatility | 6m +60%, vol ~25%/yr, 5y +161% (not over-extended)",304.6,-18%,376.4,304.6,2020-03-12,304.6,STOP_LOSS,"Stop-loss hit at 305; had peaked +1%, SL trailed to 305",-18.6
PVR,2020-02-25,2033.8,25,34.59,40.0,19.0,202.0,"Rank #25 of 336 by 6m-return/volatility | 6m +40%, vol ~19%/yr, 5y +202%",1667.7,-18%,2040.0,1667.7,2020-03-02,1667.7,STOP_LOSS,"Stop-loss hit at 1668; had peaked +0%, SL trailed to 1668",-18.6
INOXLEISUR,2020-02-25,485.0,10,46.58,71.0,24.0,165.0,"Rank #10 of 336 by 6m-return/volatility | 6m +71%, vol ~24%/yr, 5y +165% (not over-extended)",397.7,-18%,492.0,397.7,2020-03-02,397.7,STOP_LOSS,"Stop-loss hit at 398; had peaked +1%, SL trailed to 398",-18.6
AFFLE,2020-02-25,386.4,6,53.46,181.0,54.0,n/a,"Rank #6 of 336 by 6m-return/volatility | 6m +181%, vol ~54%/yr",316.8,-18%,396.1,316.8,2020-02-28,316.8,STOP_LOSS,"Stop-loss hit at 317; had peaked +3%, SL trailed to 317",-18.6
INDIAMART,2020-02-25,1375.2,7,53.18,138.0,41.0,n/a,"Rank #7 of 336 by 6m-return/volatility | 6m +138%, vol ~41%/yr",1127.6,-18%,1430.2,1127.6,2020-03-13,1127.6,STOP_LOSS,"Stop-loss hit at 1128; had peaked +4%, SL trailed to 1128",-18.6
DEEPAKNTR,2020-02-25,490.2,24,35.57,84.0,38.0,512.0,"Rank #24 of 336 by 6m-return/volatility | 6m +84%, vol ~38%/yr, 5y +512%",402.0,-18%,525.2,402.0,2020-03-12,402.0,STOP_LOSS,"Stop-loss hit at 402; had peaked +7%, SL trailed to 402",-18.6
DIVISLAB,2020-02-25,2116.0,21,37.98,39.0,16.0,137.0,"Rank #21 of 336 by 6m-return/volatility | 6m +39%, vol ~16%/yr, 5y +137% (not over-extended)",1735.1,-18%,2259.0,1735.1,2020-03-13,1735.1,STOP_LOSS,"Stop-loss hit at 1735; had peaked +7%, SL trailed to 1735",-18.6
GMMPFAUDLR,2020-02-25,1152.2,18,38.6,134.0,55.0,n/a,"Rank #18 of 336 by 6m-return/volatility | 6m +134%, vol ~55%/yr",944.8,-18%,1152.2,944.8,2020-03-12,944.8,STOP_LOSS,"Stop-loss hit at 945; had peaked +0%, SL trailed to 945",-18.6
MIDHANI,2020-03-27,150.5,12,7.84,45.0,91.0,n/a,"Rank #12 of 330 by 6m-return/volatility | 6m +45%, vol ~91%/yr",123.4,-18% ->BE@+15% ->20%-trail,202.6,162.1,2020-05-05,171.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 171,13.3
INDIACEM,2020-03-27,97.6,20,5.72,26.0,73.0,5.0,"Rank #20 of 330 by 6m-return/volatility | 6m +26%, vol ~73%/yr, 5y +5% (not over-extended)",80.0,-18%,106.9,80.0,2020-05-05,95.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 95,-3.2
ORIENTELEC,2020-03-27,200.5,22,4.87,20.0,65.0,n/a,"Rank #22 of 330 by 6m-return/volatility | 6m +20%, vol ~65%/yr",164.4,-18%,209.8,164.4,2020-05-05,180.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 180,-10.8
MCX,2020-03-27,184.5,24,4.72,20.0,67.0,-9.0,"Rank #24 of 330 by 6m-return/volatility | 6m +20%, vol ~67%/yr, 5y -9% (not over-extended)",151.3,-18%,207.2,151.3,2020-05-05,189.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 189,1.9
GRANULES,2020-03-27,141.2,8,9.3,44.0,75.0,91.0,"Rank #8 of 330 by 6m-return/volatility | 6m +44%, vol ~75%/yr, 5y +91% (not over-extended)",115.8,-18% ->BE@+15%,175.2,141.2,2020-05-05,153.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 154,8.2
GUJGASLTD,2020-03-27,207.4,13,7.66,26.0,53.0,n/a,"Rank #13 of 330 by 6m-return/volatility | 6m +26%, vol ~53%/yr",170.1,-18% ->BE@+15%,249.8,207.4,2020-05-05,219.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 219,5.1
ALKEM,2020-03-27,2344.9,9,9.12,22.0,38.0,n/a,"Rank #9 of 330 by 6m-return/volatility | 6m +22%, vol ~38%/yr",1922.9,-18% ->BE@+15%,2879.0,2344.9,2020-05-18,2344.9,STOP_LOSS,"Stop-loss hit at 2345; had peaked +23%, SL trailed to 2345",-0.6
PFIZER,2020-03-27,3804.1,23,4.85,12.0,39.0,89.0,"Rank #23 of 330 by 6m-return/volatility | 6m +12%, vol ~39%/yr, 5y +89% (not over-extended)",3119.4,-18% ->BE@+15% ->20%-trail,5170.0,4136.0,2020-05-29,4136.0,STOP_LOSS,"Stop-loss hit at 4136; had peaked +36%, SL trailed to 4136",8.1
IPCALAB,2020-03-27,573.2,3,11.87,35.0,47.0,90.0,"Rank #3 of 330 by 6m-return/volatility | 6m +35%, vol ~47%/yr, 5y +90% (not over-extended)",470.1,-18% ->BE@+15% ->20%-trail,840.3,672.2,2020-04-17,672.2,STOP_LOSS,"Stop-loss hit at 672; had peaked +47%, SL trailed to 672",16.7
BHARTIARTL,2020-03-27,449.0,16,7.06,23.0,51.0,22.0,"Rank #16 of 330 by 6m-return/volatility | 6m +23%, vol ~51%/yr, 5y +22% (not over-extended)",368.1,-18% ->BE@+15% ->20%-trail,612.0,489.6,2020-06-05,584.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 584,29.6
AJANTPHARM,2020-03-27,817.4,15,7.45,26.0,56.0,15.0,"Rank #15 of 330 by 6m-return/volatility | 6m +26%, vol ~56%/yr, 5y +15% (not over-extended)",670.2,-18% ->BE@+15%,956.9,817.4,2020-04-09,817.4,STOP_LOSS,"Stop-loss hit at 817; had peaked +17%, SL trailed to 817",-0.6
BIOCON,2020-03-27,286.7,10,8.23,23.0,45.0,293.0,"Rank #10 of 330 by 6m-return/volatility | 6m +23%, vol ~45%/yr, 5y +293%",235.1,-18% ->BE@+15% ->20%-trail,423.8,339.0,2020-07-07,413.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 413,43.5
JBCHEPHARM,2020-03-27,255.2,14,7.54,26.0,55.0,156.0,"Rank #14 of 330 by 6m-return/volatility | 6m +26%, vol ~55%/yr, 5y +156% (not over-extended)",209.3,-18% ->BE@+15% ->20%-trail,376.6,301.3,2020-08-06,369.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 369,44.0
ALKYLAMINE,2020-03-27,520.2,7,9.4,39.0,66.0,259.0,"Rank #7 of 330 by 6m-return/volatility | 6m +39%, vol ~66%/yr, 5y +259%",426.6,-18% ->BE@+15% ->20%-trail,1572.4,1258.0,2020-09-22,1258.0,STOP_LOSS,"Stop-loss hit at 1258; had peaked +202%, SL trailed to 1258",141.2
TORNTPHARM,2020-05-05,1176.8,22,9.06,32.0,55.0,91.0,"Rank #22 of 306 by 6m-return/volatility | 6m +32%, vol ~55%/yr, 5y +91% (not over-extended)",965.0,-18%,1309.9,965.0,2020-06-05,1177.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1178,-0.5
SETFGOLD,2020-05-05,3950.8,17,11.46,24.0,33.0,n/a,"Rank #17 of 306 by 6m-return/volatility | 6m +24%, vol ~33%/yr",3239.6,-18%,4346.9,3239.6,2020-06-05,3893.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 3894,-2.0
LAURUSLABS,2020-05-05,94.2,18,10.19,39.0,60.0,n/a,"Rank #18 of 306 by 6m-return/volatility | 6m +39%, vol ~60%/yr",77.3,-18%,98.8,77.3,2020-06-05,89.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 90,-5.2
FDC,2020-05-05,239.8,19,9.99,38.0,60.0,59.0,"Rank #19 of 306 by 6m-return/volatility | 6m +38%, vol ~60%/yr, 5y +59% (not over-extended)",196.6,-18%,270.0,196.6,2020-06-05,261.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 261,8.3
HDFCMFGETF,2020-05-05,4274.1,11,13.17,24.0,29.0,69.0,"Rank #11 of 306 by 6m-return/volatility | 6m +24%, vol ~29%/yr, 5y +69% (not over-extended)",3504.8,-18%,4542.3,3504.8,2020-07-07,4337.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 4337,0.9
