Stock,Buy date,Buy price,Entry rank,Risk-adj score,6m return % at entry,Volatility %/yr at entry,5y return %,WHY PICKED,Initial SL,SL path,Peak price,Final SL,Sell date,Sell price,Exit trigger,WHY EXITED,Return %
APOLLO,2025-05-29,179.5,20,27.2,118.0,69.0,3966.0,"Rank #20 of 873 by 6m-return/volatility | 6m +118%, vol ~69%/yr, 5y +3966%",147.2,-18% ->BE@+15%,210.6,179.5,2025-07-03,179.5,STOP_LOSS,"Stop-loss hit at 180; had peaked +17%, SL trailed to 180",-0.6
SOLARINDS,2025-05-29,16249.0,11,31.71,62.0,31.0,1738.0,"Rank #11 of 873 by 6m-return/volatility | 6m +62%, vol ~31%/yr, 5y +1738%",13324.2,-18%,17820.0,13324.2,2025-09-02,14018.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 14018,-14.3
KRISHANA,2025-05-29,382.4,14,30.09,84.0,44.0,n/a,"Rank #14 of 873 by 6m-return/volatility | 6m +84%, vol ~44%/yr",313.5,-18% ->BE@+15% ->20%-trail,525.0,420.0,2025-07-07,420.0,STOP_LOSS,"Stop-loss hit at 420; had peaked +37%, SL trailed to 420",9.2
KITEX,2025-06-30,215.0,5,151.23,500.0,52.0,1042.0,"Rank #5 of 916 by 6m-return/volatility | 6m +500%, vol ~52%/yr, 5y +1042%",176.3,-18%,232.3,176.3,2025-08-08,171.2,STOP_LOSS,"Stop-loss hit at 171; had peaked +8%, SL trailed to 176",-21.0
LLOYDSENT,2025-06-30,86.0,23,28.07,106.0,60.0,n/a,"Rank #23 of 916 by 6m-return/volatility | 6m +106%, vol ~60%/yr",70.5,-18%,92.9,70.5,2025-07-30,78.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 78,-9.6
JSWHL,2025-06-30,19432.8,8,53.23,259.0,77.0,1174.0,"Rank #8 of 916 by 6m-return/volatility | 6m +259%, vol ~77%/yr, 5y +1174%",15934.9,-18%,20403.3,15934.9,2025-09-02,17898.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 17898,-8.5
NH,2025-06-30,2170.4,16,34.01,66.0,31.0,667.0,"Rank #16 of 916 by 6m-return/volatility | 6m +66%, vol ~31%/yr, 5y +667%",1779.7,-18%,2201.3,1779.7,2025-07-30,1937.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1938,-11.3
BEL,2025-06-30,399.3,24,27.38,50.0,29.0,1773.0,"Rank #24 of 916 by 6m-return/volatility | 6m +50%, vol ~29%/yr, 5y +1773%",327.4,-18%,413.0,327.4,2025-07-30,366.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 366,-8.9
SPMLINFRA,2025-06-30,233.9,10,48.53,165.0,54.0,-25.0,"Rank #10 of 916 by 6m-return/volatility | 6m +165%, vol ~54%/yr, 5y -25% (not over-extended)",191.8,-18% ->BE@+15%,289.4,233.9,2025-07-30,271.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 271,15.3
SUNDARMHLD,2025-06-30,534.2,21,29.23,81.0,44.0,991.0,"Rank #21 of 916 by 6m-return/volatility | 6m +81%, vol ~44%/yr, 5y +991%",438.0,-18%,539.4,438.0,2025-07-30,481.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 481,-10.5
GRMOVER,2025-06-30,118.8,19,30.76,91.0,47.0,n/a,"Rank #19 of 916 by 6m-return/volatility | 6m +91%, vol ~47%/yr",97.4,-18%,130.3,97.4,2025-09-02,121.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 121,1.5
SRM,2025-06-30,480.1,7,57.02,236.0,66.0,n/a,"Rank #7 of 916 by 6m-return/volatility | 6m +236%, vol ~66%/yr",393.7,-18%,511.9,393.7,2025-09-02,456.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 456,-5.6
FORCEMOT,2025-06-30,16077.0,15,35.93,134.0,59.0,830.0,"Rank #15 of 916 by 6m-return/volatility | 6m +134%, vol ~59%/yr, 5y +830%",13183.1,-18% ->BE@+15% ->20%-trail,21990.0,17592.0,2025-09-08,17592.0,STOP_LOSS,"Stop-loss hit at 17592; had peaked +37%, SL trailed to 17592",8.8
MFSL,2025-06-30,1647.1,14,37.26,49.0,21.0,239.0,"Rank #14 of 916 by 6m-return/volatility | 6m +49%, vol ~21%/yr, 5y +239%",1350.6,-18%,1674.8,1350.6,2025-10-03,1604.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1604,-3.2
ANURAS,2025-06-30,1141.7,22,28.3,58.0,32.0,n/a,"Rank #22 of 916 by 6m-return/volatility | 6m +58%, vol ~32%/yr",936.2,-18%,1197.0,936.2,2025-11-06,1068.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1068,-7.0
GALLANTT,2025-07-30,766.2,11,44.12,143.0,52.0,1826.0,"Rank #11 of 903 by 6m-return/volatility | 6m +143%, vol ~52%/yr, 5y +1826%",628.3,-18%,802.2,628.3,2025-08-18,628.3,STOP_LOSS,"Stop-loss hit at 628; had peaked +5%, SL trailed to 628",-18.6
POWERINDIA,2025-07-30,19991.4,23,31.19,92.0,47.0,2466.0,"Rank #23 of 903 by 6m-return/volatility | 6m +92%, vol ~47%/yr, 5y +2466%",16393.0,-18%,20927.4,16393.0,2025-09-02,18061.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 18062,-10.3
V2RETAIL,2025-07-30,199.2,8,49.32,118.0,38.0,-61.0,"Rank #8 of 903 by 6m-return/volatility | 6m +118%, vol ~38%/yr, 5y -61% (not over-extended)",163.3,-18%,204.2,163.3,2025-09-02,169.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 169,-15.8
LUMAXTECH,2025-07-30,1061.9,22,32.68,109.0,53.0,1042.0,"Rank #22 of 903 by 6m-return/volatility | 6m +109%, vol ~53%/yr, 5y +1042%",870.8,-18%,1197.5,870.8,2025-09-02,1075.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1076,0.7
LUMAXIND,2025-07-30,3800.2,21,33.59,77.0,37.0,202.0,"Rank #21 of 903 by 6m-return/volatility | 6m +77%, vol ~37%/yr, 5y +202%",3116.1,-18%,4199.3,3116.1,2025-09-02,4019.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 4019,5.2
GODFRYPHLP,2025-07-30,3345.3,19,36.74,96.0,41.0,802.0,"Rank #19 of 903 by 6m-return/volatility | 6m +96%, vol ~41%/yr, 5y +802%",2743.1,-18% ->BE@+15%,4084.3,3345.3,2025-09-02,3583.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 3584,6.5
ITI,2025-07-30,294.0,6,50.73,136.0,43.0,493.0,"Rank #6 of 903 by 6m-return/volatility | 6m +136%, vol ~43%/yr, 5y +493%",241.0,-18%,333.2,241.0,2025-10-03,315.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 316,6.9
GABRIEL,2025-07-30,1049.8,18,38.57,147.0,61.0,1028.0,"Rank #18 of 903 by 6m-return/volatility | 6m +147%, vol ~61%/yr, 5y +1028%",860.9,-18% ->BE@+15%,1331.0,1049.8,2025-10-03,1289.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1290,22.3
SMLISUZU,2025-07-30,3361.0,17,38.75,135.0,55.0,719.0,"Rank #17 of 903 by 6m-return/volatility | 6m +135%, vol ~55%/yr, 5y +719%",2756.0,-18% ->BE@+15% ->20%-trail,4743.0,3794.4,2025-09-04,3794.4,STOP_LOSS,"Stop-loss hit at 3794; had peaked +41%, SL trailed to 3794",12.3
MANGCHEFER,2025-07-30,352.1,12,44.0,105.0,38.0,912.0,"Rank #12 of 903 by 6m-return/volatility | 6m +105%, vol ~38%/yr, 5y +912%",288.7,-18%,373.2,288.7,2025-09-02,352.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 352,-0.5
TFCILTD,2025-07-30,55.3,14,39.91,90.0,36.0,752.0,"Rank #14 of 903 by 6m-return/volatility | 6m +90%, vol ~36%/yr, 5y +752%",45.4,-18% ->BE@+15% ->20%-trail,73.2,58.6,2025-12-08,61.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 61,9.9
CUPID,2025-07-30,34.2,13,42.43,115.0,43.0,1220.0,"Rank #13 of 903 by 6m-return/volatility | 6m +115%, vol ~43%/yr, 5y +1220%",28.1,-18% ->BE@+15% ->20%-trail,119.6,95.7,2026-01-02,95.7,STOP_LOSS,"Stop-loss hit at 96; had peaked +249%, SL trailed to 96",178.7
LIQUIDPLUS,2025-07-30,1043.5,3,222.56,3.0,0.0,n/a,"Rank #3 of 903 by 6m-return/volatility | 6m +3%, vol ~0%/yr",855.6,-18%,1085.0,855.6,2026-04-21,1081.9,OPEN,Still held (in top-25 currently),3.1
KITEX,2025-09-02,196.2,20,42.05,158.0,60.0,796.0,"Rank #20 of 875 by 6m-return/volatility | 6m +158%, vol ~60%/yr, 5y +796%",160.9,-18%,223.5,160.9,2025-10-03,188.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 188,-4.8
SYRMA,2025-09-02,760.3,24,39.81,79.0,32.0,n/a,"Rank #24 of 875 by 6m-return/volatility | 6m +79%, vol ~32%/yr",623.4,-18% ->BE@+15%,875.0,760.3,2025-10-03,828.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 828,8.4
YATHARTH,2025-09-02,730.1,17,43.32,84.0,31.0,n/a,"Rank #17 of 875 by 6m-return/volatility | 6m +84%, vol ~31%/yr",598.7,-18% ->BE@+15%,852.0,730.1,2025-10-03,774.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 774,5.4
PARADEEP,2025-09-02,212.8,21,41.72,121.0,46.0,n/a,"Rank #21 of 875 by 6m-return/volatility | 6m +121%, vol ~46%/yr",174.5,-18%,216.0,174.5,2025-09-12,174.5,STOP_LOSS,"Stop-loss hit at 174; had peaked +2%, SL trailed to 174",-18.6
CENTUM,2025-09-02,2769.6,25,39.13,120.0,49.0,1177.0,"Rank #25 of 875 by 6m-return/volatility | 6m +120%, vol ~49%/yr, 5y +1177%",2271.1,-18%,3044.0,2271.1,2025-10-03,2459.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2459,-11.8
AIIL,2025-09-02,685.4,15,47.24,112.0,38.0,n/a,"Rank #15 of 875 by 6m-return/volatility | 6m +112%, vol ~38%/yr",562.0,-18%,710.2,562.0,2025-10-03,687.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 688,-0.2
DELHIVERY,2025-09-02,487.5,16,45.83,80.0,28.0,n/a,"Rank #16 of 875 by 6m-return/volatility | 6m +80%, vol ~28%/yr",399.8,-18%,506.0,399.8,2025-11-06,457.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 457,-6.8
APOLLO,2025-09-02,278.4,18,43.1,151.0,56.0,6397.0,"Rank #18 of 875 by 6m-return/volatility | 6m +151%, vol ~56%/yr, 5y +6397%",228.3,-18% ->BE@+15%,337.4,278.4,2025-10-15,278.4,STOP_LOSS,"Stop-loss hit at 278; had peaked +21%, SL trailed to 278",-0.6
GVT&D,2025-09-02,2752.9,19,42.21,92.0,35.0,n/a,"Rank #19 of 875 by 6m-return/volatility | 6m +92%, vol ~35%/yr",2257.4,-18% ->BE@+15%,3323.8,2752.9,2025-12-05,2752.9,STOP_LOSS,"Stop-loss hit at 2753; had peaked +21%, SL trailed to 2753",-0.6
SIRCA,2025-09-02,464.6,13,49.78,69.0,22.0,359.0,"Rank #13 of 875 by 6m-return/volatility | 6m +69%, vol ~22%/yr, 5y +359%",381.0,-18% ->BE@+15%,539.0,464.6,2025-12-08,464.6,STOP_LOSS,"Stop-loss hit at 465; had peaked +16%, SL trailed to 465",-0.6
POLYCAB,2025-10-03,7393.0,22,38.87,45.0,18.0,759.0,"Rank #22 of 930 by 6m-return/volatility | 6m +45%, vol ~18%/yr, 5y +759%",6062.3,-18%,7903.0,6062.3,2025-11-06,7591.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 7592,2.1
NETWEB,2025-10-03,4532.7,18,44.61,185.0,66.0,n/a,"Rank #18 of 930 by 6m-return/volatility | 6m +185%, vol ~66%/yr",3716.8,-18%,4708.3,3716.8,2025-11-06,3716.8,STOP_LOSS,"Stop-loss hit at 3717; had peaked +4%, SL trailed to 3717",-18.6
FEDFINA,2025-10-03,144.1,25,36.52,81.0,35.0,n/a,"Rank #25 of 930 by 6m-return/volatility | 6m +81%, vol ~35%/yr",118.1,-18%,155.1,118.1,2025-11-06,127.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 127,-12.4
IMFA,2025-10-03,1170.3,24,38.1,87.0,36.0,1607.0,"Rank #24 of 930 by 6m-return/volatility | 6m +87%, vol ~36%/yr, 5y +1607%",959.6,-18%,1275.0,959.6,2025-11-06,1129.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1129,-4.1
LUMAXTECH,2025-10-03,1243.9,23,38.31,140.0,58.0,1215.0,"Rank #23 of 930 by 6m-return/volatility | 6m +140%, vol ~58%/yr, 5y +1215%",1020.0,-18%,1259.6,1020.0,2025-11-06,1103.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1103,-11.9
BANCOINDIA,2025-10-03,848.0,19,43.87,146.0,53.0,1829.0,"Rank #19 of 930 by 6m-return/volatility | 6m +146%, vol ~53%/yr, 5y +1829%",695.3,-18%,879.8,695.3,2025-11-06,794.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 794,-6.9
INDOTHAI,2025-10-03,266.3,10,56.88,186.0,52.0,1294.0,"Rank #10 of 930 by 6m-return/volatility | 6m +186%, vol ~52%/yr, 5y +1294%",218.4,-18% ->BE@+15%,343.6,266.3,2026-01-05,254.2,STOP_LOSS,"Stop-loss hit at 254; had peaked +29%, SL trailed to 266",-5.1
QPOWER,2025-10-03,1075.4,9,60.41,232.0,61.0,n/a,"Rank #9 of 930 by 6m-return/volatility | 6m +232%, vol ~61%/yr",881.8,-18%,1093.7,881.8,2025-11-10,881.8,STOP_LOSS,"Stop-loss hit at 882; had peaked +2%, SL trailed to 882",-18.6
KERNEX,2025-10-03,1078.7,14,48.7,184.0,60.0,35.0,"Rank #14 of 930 by 6m-return/volatility | 6m +184%, vol ~60%/yr, 5y +35% (not over-extended)",884.6,-18% ->BE@+15%,1365.4,1078.7,2025-11-28,1078.7,STOP_LOSS,"Stop-loss hit at 1079; had peaked +27%, SL trailed to 1079",-0.6
LTF,2025-10-03,262.3,16,46.93,74.0,25.0,n/a,"Rank #16 of 930 by 6m-return/volatility | 6m +74%, vol ~25%/yr",215.1,-18% ->BE@+15%,329.4,262.3,2026-01-08,307.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 307,16.5
CASHIETF,2025-10-03,1031.0,4,198.02,3.0,0.0,n/a,"Rank #4 of 930 by 6m-return/volatility | 6m +3%, vol ~0%/yr",845.4,-18%,1064.6,845.4,2026-04-21,1058.7,OPEN,Still held (in top-25 currently),2.1
SBC,2025-10-03,22.2,15,48.42,78.0,26.0,n/a,"Rank #15 of 930 by 6m-return/volatility | 6m +78%, vol ~26%/yr",18.2,-18% ->BE@+15% ->20%-trail,34.1,27.3,2026-04-21,34.0,OPEN,Still held (in top-25 currently),52.3
CUMMINSIND,2025-11-06,4316.1,14,45.22,52.0,18.0,855.0,"Rank #14 of 894 by 6m-return/volatility | 6m +52%, vol ~18%/yr, 5y +855%",3539.2,-18%,4574.0,3539.2,2025-12-08,4467.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 4467,2.9
ABDL,2025-11-06,642.1,16,41.24,98.0,38.0,n/a,"Rank #16 of 894 by 6m-return/volatility | 6m +98%, vol ~38%/yr",526.5,-18%,679.8,526.5,2025-12-08,607.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 608,-6.0
GABRIEL,2025-11-06,1223.0,18,40.22,110.0,44.0,1196.0,"Rank #18 of 894 by 6m-return/volatility | 6m +110%, vol ~44%/yr, 5y +1196%",1002.9,-18%,1290.0,1002.9,2025-11-18,1002.9,STOP_LOSS,"Stop-loss hit at 1003; had peaked +5%, SL trailed to 1003",-18.6
GARUDA,2025-11-06,235.9,15,41.54,155.0,59.0,n/a,"Rank #15 of 894 by 6m-return/volatility | 6m +155%, vol ~59%/yr",193.4,-18%,249.3,193.4,2025-12-08,200.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 200,-15.8
SJS,2025-11-06,1709.2,25,34.87,82.0,37.0,n/a,"Rank #25 of 894 by 6m-return/volatility | 6m +82%, vol ~37%/yr",1401.5,-18%,1814.0,1401.5,2025-12-08,1661.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1661,-3.4
ANANDRATHI,2025-11-06,1565.8,13,46.38,83.0,28.0,n/a,"Rank #13 of 894 by 6m-return/volatility | 6m +83%, vol ~28%/yr",1284.0,-18%,1588.8,1284.0,2025-12-08,1432.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1432,-9.1
BAJAJCON,2025-11-06,275.7,23,36.56,78.0,34.0,57.0,"Rank #23 of 894 by 6m-return/volatility | 6m +78%, vol ~34%/yr, 5y +57% (not over-extended)",226.1,-18%,283.7,226.1,2025-12-08,238.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 238,-14.2
HBLENGINE,2025-11-06,966.1,21,37.37,102.0,43.0,n/a,"Rank #21 of 894 by 6m-return/volatility | 6m +102%, vol ~43%/yr",792.2,-18% ->BE@+15%,1122.0,966.1,2025-11-13,966.1,STOP_LOSS,"Stop-loss hit at 966; had peaked +16%, SL trailed to 966",-0.6
INDIANB,2025-11-06,800.7,19,39.76,55.0,22.0,1408.0,"Rank #19 of 894 by 6m-return/volatility | 6m +55%, vol ~22%/yr, 5y +1408%",656.6,-18%,827.6,656.6,2025-12-08,720.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 721,-10.6
ATALREAL,2025-11-06,24.7,7,79.69,200.0,40.0,n/a,"Rank #7 of 894 by 6m-return/volatility | 6m +200%, vol ~40%/yr",20.3,-18%,25.3,20.3,2025-11-18,20.3,STOP_LOSS,"Stop-loss hit at 20; had peaked +2%, SL trailed to 20",-18.6
LAURUSLABS,2025-11-06,944.5,24,36.1,60.0,27.0,195.0,"Rank #24 of 894 by 6m-return/volatility | 6m +60%, vol ~27%/yr, 5y +195% (not over-extended)",774.5,-18% ->BE@+15%,1099.9,944.5,2026-01-29,944.5,STOP_LOSS,"Stop-loss hit at 944; had peaked +16%, SL trailed to 944",-0.6
INTERARCH,2025-12-08,2413.4,23,28.11,66.0,37.0,n/a,"Rank #23 of 870 by 6m-return/volatility | 6m +66%, vol ~37%/yr",1979.0,-18%,2644.6,1979.0,2026-01-08,2219.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2219,-8.7
IZMO,2025-12-08,589.3,10,41.16,209.0,81.0,1463.0,"Rank #10 of 870 by 6m-return/volatility | 6m +209%, vol ~81%/yr, 5y +1463%",483.2,-18% ->BE@+15%,678.3,589.3,2025-12-18,589.3,STOP_LOSS,"Stop-loss hit at 589; had peaked +15%, SL trailed to 589",-0.6
JSWHL,2025-12-08,20390.0,9,44.89,114.0,40.0,1550.0,"Rank #9 of 870 by 6m-return/volatility | 6m +114%, vol ~40%/yr, 5y +1550%",16719.8,-18%,22550.0,16719.8,2026-01-08,19025.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 19025,-7.3
IFBAGRO,2025-12-08,1135.1,17,29.79,137.0,73.0,311.0,"Rank #17 of 870 by 6m-return/volatility | 6m +137%, vol ~73%/yr, 5y +311%",930.8,-18% ->BE@+15% ->20%-trail,1700.6,1360.4,2026-01-08,1665.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1666,46.1
HEROMOTOCO,2025-12-08,6167.0,13,33.67,44.0,21.0,107.0,"Rank #13 of 870 by 6m-return/volatility | 6m +44%, vol ~21%/yr, 5y +107% (not over-extended)",5056.9,-18%,6167.0,5056.9,2026-01-08,5850.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 5850,-5.7
GRMOVER,2025-12-08,152.3,18,29.43,59.0,32.0,n/a,"Rank #18 of 870 by 6m-return/volatility | 6m +59%, vol ~32%/yr",124.9,-18% ->BE@+15%,185.4,152.3,2026-01-08,169.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 170,10.9
MUTHOOTFIN,2025-12-08,3443.9,16,30.47,54.0,28.0,232.0,"Rank #16 of 870 by 6m-return/volatility | 6m +54%, vol ~28%/yr, 5y +232%",2824.0,-18%,3644.0,2824.0,2026-01-08,3515.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 3515,1.5
ABCAPITAL,2025-12-08,346.0,14,33.19,53.0,25.0,330.0,"Rank #14 of 870 by 6m-return/volatility | 6m +53%, vol ~25%/yr, 5y +330%",283.7,-18%,357.8,283.7,2026-01-08,347.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 347,-0.2
TEMBO,2025-12-08,706.2,15,32.93,101.0,49.0,n/a,"Rank #15 of 870 by 6m-return/volatility | 6m +101%, vol ~49%/yr",579.1,-18%,792.4,579.1,2026-01-01,578.8,STOP_LOSS,"Stop-loss hit at 579; had peaked +12%, SL trailed to 579",-18.6
LUMAXIND,2025-12-08,5422.5,22,28.3,80.0,45.0,304.0,"Rank #22 of 870 by 6m-return/volatility | 6m +80%, vol ~45%/yr, 5y +304%",4446.4,-18%,5661.3,4446.4,2026-01-08,5337.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 5337,-2.2
VSTTILLERS,2025-12-08,5535.0,25,27.36,46.0,27.0,182.0,"Rank #25 of 870 by 6m-return/volatility | 6m +46%, vol ~27%/yr, 5y +182% (not over-extended)",4538.7,-18% ->BE@+15%,6374.0,5535.0,2026-01-08,5919.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 5920,6.3
MARUTI,2025-12-08,16187.0,21,28.47,30.0,17.0,119.0,"Rank #21 of 870 by 6m-return/volatility | 6m +30%, vol ~17%/yr, 5y +119% (not over-extended)",13273.3,-18%,17370.0,13273.3,2026-02-11,15412.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 15412,-5.4
SILVER1,2025-12-08,16.0,24,27.41,67.0,39.0,n/a,"Rank #24 of 870 by 6m-return/volatility | 6m +67%, vol ~39%/yr",13.1,-18% ->BE@+15% ->20%-trail,28.4,22.7,2026-01-22,22.7,STOP_LOSS,"Stop-loss hit at 23; had peaked +78%, SL trailed to 23",41.6
SILVERIETF,2025-12-08,160.2,20,28.55,67.0,37.0,n/a,"Rank #20 of 870 by 6m-return/volatility | 6m +67%, vol ~37%/yr",131.3,-18% ->BE@+15% ->20%-trail,293.9,235.1,2026-01-22,235.1,STOP_LOSS,"Stop-loss hit at 235; had peaked +84%, SL trailed to 235",46.2
SILVERADD,2026-01-08,202.8,11,43.81,116.0,42.0,n/a,"Rank #11 of 812 by 6m-return/volatility | 6m +116%, vol ~42%/yr",166.3,-18% ->BE@+15% ->20%-trail,350.3,280.3,2026-01-30,280.3,STOP_LOSS,"Stop-loss hit at 280; had peaked +73%, SL trailed to 280",37.6
SILVER,2026-01-08,205.1,17,38.28,115.0,48.0,n/a,"Rank #17 of 812 by 6m-return/volatility | 6m +115%, vol ~48%/yr",168.2,-18% ->BE@+15% ->20%-trail,303.0,242.4,2026-01-22,242.4,STOP_LOSS,"Stop-loss hit at 242; had peaked +48%, SL trailed to 242",17.6
INFOBEAN,2026-01-08,256.1,19,37.13,152.0,65.0,804.0,"Rank #19 of 812 by 6m-return/volatility | 6m +152%, vol ~65%/yr, 5y +804%",210.0,-18%,262.2,210.0,2026-01-16,210.0,STOP_LOSS,"Stop-loss hit at 210; had peaked +2%, SL trailed to 210",-18.6
SBISILVER,2026-01-08,208.8,12,41.26,115.0,44.0,n/a,"Rank #12 of 812 by 6m-return/volatility | 6m +115%, vol ~44%/yr",171.2,-18% ->BE@+15% ->20%-trail,292.7,234.2,2026-01-22,234.2,STOP_LOSS,"Stop-loss hit at 234; had peaked +40%, SL trailed to 234",11.6
SILVERTUC,2026-01-08,177.4,21,35.83,119.0,53.0,n/a,"Rank #21 of 812 by 6m-return/volatility | 6m +119%, vol ~53%/yr",145.5,-18%,186.3,145.5,2026-01-29,145.5,STOP_LOSS,"Stop-loss hit at 146; had peaked +5%, SL trailed to 146",-18.6
JAYNECOIND,2026-01-08,82.0,18,37.63,120.0,51.0,2609.0,"Rank #18 of 812 by 6m-return/volatility | 6m +120%, vol ~51%/yr, 5y +2609%",67.2,-18%,88.0,67.2,2026-02-11,80.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 80,-2.9
AXISILVER,2026-01-08,206.7,14,39.13,115.0,47.0,n/a,"Rank #14 of 812 by 6m-return/volatility | 6m +115%, vol ~47%/yr",169.5,-18% ->BE@+15% ->20%-trail,287.3,229.9,2026-01-22,229.9,STOP_LOSS,"Stop-loss hit at 230; had peaked +39%, SL trailed to 230",10.6
SILVERBEES,2026-01-08,197.0,13,40.37,115.0,45.0,n/a,"Rank #13 of 812 by 6m-return/volatility | 6m +115%, vol ~45%/yr",161.6,-18% ->BE@+15% ->20%-trail,275.0,220.0,2026-01-22,220.0,STOP_LOSS,"Stop-loss hit at 220; had peaked +40%, SL trailed to 220",11.1
TATSILV,2026-01-08,20.4,15,39.04,115.0,47.0,n/a,"Rank #15 of 812 by 6m-return/volatility | 6m +115%, vol ~47%/yr",16.7,-18% ->BE@+15% ->20%-trail,30.6,24.5,2026-01-22,24.5,STOP_LOSS,"Stop-loss hit at 24; had peaked +50%, SL trailed to 24",19.4
ASIANTILES,2026-01-08,71.6,25,33.05,72.0,34.0,-75.0,"Rank #25 of 812 by 6m-return/volatility | 6m +72%, vol ~34%/yr, 5y -75% (not over-extended)",58.7,-18%,76.4,58.7,2026-03-16,62.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 62,-13.4
SILVERCASE,2026-01-08,20.2,16,38.85,115.0,47.0,n/a,"Rank #16 of 812 by 6m-return/volatility | 6m +115%, vol ~47%/yr",16.6,-18% ->BE@+15% ->20%-trail,28.1,22.5,2026-01-22,22.5,STOP_LOSS,"Stop-loss hit at 22; had peaked +39%, SL trailed to 22",10.5
HDFCSILVER,2026-01-08,190.4,20,36.19,115.0,50.0,n/a,"Rank #20 of 812 by 6m-return/volatility | 6m +115%, vol ~50%/yr",156.1,-18% ->BE@+15% ->20%-trail,268.4,214.7,2026-01-22,214.7,STOP_LOSS,"Stop-loss hit at 215; had peaked +41%, SL trailed to 215",12.2
NATIONALUM,2026-01-08,306.5,24,33.78,76.0,36.0,725.0,"Rank #24 of 812 by 6m-return/volatility | 6m +76%, vol ~36%/yr, 5y +725%",251.3,-18% ->BE@+15% ->20%-trail,440.0,352.0,2026-04-21,423.0,OPEN,Still held (in top-25 currently),37.4
APLAPOLLO,2026-02-11,2280.8,25,31.1,43.0,22.0,360.0,"Rank #25 of 873 by 6m-return/volatility | 6m +43%, vol ~22%/yr, 5y +360%",1870.3,-18%,2301.4,1870.3,2026-03-16,1893.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1894,-17.6
SILVER360,2026-02-11,253.2,22,33.71,161.0,76.0,n/a,"Rank #22 of 873 by 6m-return/volatility | 6m +161%, vol ~76%/yr",207.6,-18%,284.0,207.6,2026-03-16,240.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 240,-5.7
ASHOKLEY,2026-02-11,206.4,9,43.72,79.0,29.0,280.0,"Rank #9 of 873 by 6m-return/volatility | 6m +79%, vol ~29%/yr, 5y +280%",169.2,-18%,214.1,169.2,2026-03-16,169.2,STOP_LOSS,"Stop-loss hit at 169; had peaked +4%, SL trailed to 169",-18.6
